line_no,diffmyers-HRegionServer.java,diffhistogram-HRegionServer.java,diffminimal-HRegionServer.java,diffpatience-HRegionServer.java
2611 , -   * @throws serviceexception , -        } , -        } , -        }
2612 , -   */ , -      } , -      } , -      }
2613 , -  @override , -      return builder.build(); , -      return builder.build(); , -      return builder.build();
2614 , -  @qospriority(priority = hconstants.replay_qos) , -    } catch (ioexception ie) { , -    } catch (ioexception ie) { , -    } catch (ioexception ie) {
2615 , -  public replicatewalentryresponse replay(final rpccontroller controller , -      throw new serviceexception(ie); , -      throw new serviceexception(ie); , -      throw new serviceexception(ie);
2616 , -      final replicatewalentryrequest request) throws serviceexception { , -    } , -    } , -    }
2617 , -    long before = environmentedgemanager.currenttimemillis(); , -  } , -  } , -  }
2618 , -    cellscanner cells = ((payloadcarryingrpccontroller) controller).cellscanner(); , - , - , -
2619 , -    try { , -  /** , -  /** , -  /**
2620 , -      checkopen(); , -   * stop the region server. , -   * stop the region server. , -   * stop the region server.
2621 , -      list<walentry> entries = request.getentrylist(); , -   * , -   * , -   *
2622 , -      if (entries == null || entries.isempty()) { , -   * @param controller the rpc controller , -   * @param controller the rpc controller , -   * @param controller the rpc controller
2623 , -        // empty input , -   * @param request the request , -   * @param request the request , -   * @param request the request
2624 , -        return replicatewalentryresponse.newbuilder().build(); , -   * @throws serviceexception , -   * @throws serviceexception , -   * @throws serviceexception
2625 , -      } , -   */ , -   */ , -   */
2626 , -      hregion region = this.getregionbyencodedname( , -  @override , -  @override , -  @override
2627 , -        entries.get(0).getkey().getencodedregionname().tostringutf8()); , -  public stopserverresponse stopserver(final rpccontroller controller , -  public stopserverresponse stopserver(final rpccontroller controller , -  public stopserverresponse stopserver(final rpccontroller controller
2628 , -      regioncoprocessorhost coprocessorhost = region.getcoprocessorhost(); , -      final stopserverrequest request) throws serviceexception { , -      final stopserverrequest request) throws serviceexception { , -      final stopserverrequest request) throws serviceexception {
2629 ," -      list<pair<hlogkey', 'waledit>> walentries = new arraylist<pair<hlogkey', 'waledit>>(); ", -    requestcount.increment(); , -    requestcount.increment(); , -    requestcount.increment();
2630 , -      list<hlogsplitter.mutationreplay> mutations = new arraylist<hlogsplitter.mutationreplay>(); , -    string reason = request.getreason(); , -    string reason = request.getreason(); , -    string reason = request.getreason();
2631 ," -      // when tag is enabled', 'we need tag replay edits with log sequence number ", -    stop(reason); , -    stop(reason); , -    stop(reason);
2632 , -      boolean needaddreplaytag = (hfile.getformatversion(this.conf) >= 3); , -    return stopserverresponse.newbuilder().build(); , -    return stopserverresponse.newbuilder().build(); , -    return stopserverresponse.newbuilder().build();
2633 , -      for (walentry entry : entries) { , -  } , -  } , -  }
2634 , -        if (noncemanager != null) { , - , - , -
2635 , -          long noncegroup = entry.getkey().hasnoncegroup() , -  /** , -  /** , -  /**
2636 , -              ? entry.getkey().getnoncegroup() : hconstants.no_nonce; , -   * get some information of the region server. , -   * get some information of the region server. , -   * get some information of the region server.
2637 , -          long nonce = entry.getkey().hasnonce() ? entry.getkey().getnonce() : hconstants.no_nonce; , -   * , -   * , -   *
2638 ," -          noncemanager.reportoperationfromwal(noncegroup', 'nonce', 'entry.getkey().getwritetime()); ", -   * @param controller the rpc controller , -   * @param controller the rpc controller , -   * @param controller the rpc controller
2639 , -        } , -   * @param request the request , -   * @param request the request , -   * @param request the request
2640 ," -        pair<hlogkey', 'waledit> walentry = (coprocessorhost == null) ? null : ", -   * @throws serviceexception , -   * @throws serviceexception , -   * @throws serviceexception
2641 ," -          new pair<hlogkey', 'waledit>(); ", -   */ , -   */ , -   */
2642 , -        list<hlogsplitter.mutationreplay> edits = hlogsplitter.getmutationsfromwalentry(entry , -  @override , -  @override , -  @override
2643 ," -          cells', 'walentry', 'needaddreplaytag); ", -  public getserverinforesponse getserverinfo(final rpccontroller controller , -  public getserverinforesponse getserverinfo(final rpccontroller controller , -  public getserverinforesponse getserverinfo(final rpccontroller controller
2644 , -        if (coprocessorhost != null) { , -      final getserverinforequest request) throws serviceexception { , -      final getserverinforequest request) throws serviceexception { , -      final getserverinforequest request) throws serviceexception {
2645 , -          // start coprocessor replay here. the coprocessor is for each waledit instead of a , -    try { , -    try { , -    try {
2646 , -          // keyvalue. , -      checkopen(); , -      checkopen(); , -      checkopen();
2647 ," -          if (coprocessorhost.prewalrestore(region.getregioninfo()', 'walentry.getfirst() ", -    } catch (ioexception ie) { , -    } catch (ioexception ie) { , -    } catch (ioexception ie) {
2648 , -            walentry.getsecond())) { , -      throw new serviceexception(ie); , -      throw new serviceexception(ie); , -      throw new serviceexception(ie);
2649 ," -            // if bypass this log entry', 'ignore it ... ", -    } , -    } , -    }
2650 , -            continue; , -    servername servername = getservername(); , -    servername servername = getservername(); , -    servername servername = getservername();
2651 , -          } , -    requestcount.increment(); , -    requestcount.increment(); , -    requestcount.increment();
2652 , -          walentries.add(walentry); ," -    return responseconverter.buildgetserverinforesponse(servername', 'rsinfo.getinfoport()); "," -    return responseconverter.buildgetserverinforesponse(servername', 'rsinfo.getinfoport()); "," -    return responseconverter.buildgetserverinforesponse(servername', 'rsinfo.getinfoport());"
2653 , -        } , -  } , -  } , -  }
2654 , -        mutations.addall(edits); , - , - , -
2655 , -      } , -// end admin methods , -// end admin methods , -// end admin methods
2657 , -      if (!mutations.isempty()) { , -  /** , -  /** , -  /**
2658 ," -        operationstatus[] result = doreplaybatchop(region', 'mutations); ", -   * find the hregion based on a region specifier , -   * find the hregion based on a region specifier , -   * find the hregion based on a region specifier
2659 ," [""-        // check if it's a partial success""] ", -   * , -   * , -   *
2660 , -        for (int i = 0; result != null && i < result.length; i++) { , -   * @param regionspecifier the region specifier , -   * @param regionspecifier the region specifier , -   * @param regionspecifier the region specifier
2661 , -          if (result[i] != operationstatus.success) { , -   * @return the corresponding region , -   * @return the corresponding region , -   * @return the corresponding region
2662 , -            throw new ioexception(result[i].getexceptionmsg()); , -   * @throws ioexception if the specifier is not null , -   * @throws ioexception if the specifier is not null , -   * @throws ioexception if the specifier is not null
2663 , -          } , -   *    but failed to find the region , -   *    but failed to find the region , -   *    but failed to find the region
2664 , -        } , -   */ , -   */ , -   */
2665 , -      } , -  protected hregion getregion( , -  protected hregion getregion( , -  protected hregion getregion(
2666 , -      if (coprocessorhost != null) { , -      final regionspecifier regionspecifier) throws ioexception { , -      final regionspecifier regionspecifier) throws ioexception { , -      final regionspecifier regionspecifier) throws ioexception {
2667 ," -        for (pair<hlogkey', 'waledit> wal : walentries) { ", -    return getregionbyencodedname(regionspecifier.getvalue().tobytearray() , -    return getregionbyencodedname(regionspecifier.getvalue().tobytearray() , -    return getregionbyencodedname(regionspecifier.getvalue().tobytearray()
2668 ," -          coprocessorhost.postwalrestore(region.getregioninfo()', 'wal.getfirst() ", -        protobufutil.getregionencodedname(regionspecifier)); , -        protobufutil.getregionencodedname(regionspecifier)); , -        protobufutil.getregionencodedname(regionspecifier));
2669 , -            wal.getsecond()); , -  } , -  } , -  }
2670 , -        } , - , - , -
2671 , -      } , -  /** , -  /** , -  /**
2672 , -      return replicatewalentryresponse.newbuilder().build(); , -   * execute an append mutation. , -   * execute an append mutation. , -   * execute an append mutation.
2673 , -    } catch (ioexception ie) { , -   * , -   * , -   *
2674 , -      throw new serviceexception(ie); , -   * @param region , -   * @param region , -   * @param region
2675 , -    } finally { , -   * @param m , -   * @param m , -   * @param m
2676 , -      metricsregionserver.updatereplay(environmentedgemanager.currenttimemillis() - before); , -   * @param cellscanner , -   * @param cellscanner , -   * @param cellscanner
2677 , -    } , -   * @return result to return to client if default operation should be , -   * @return result to return to client if default operation should be , -   * @return result to return to client if default operation should be
2678 , -  } ," -   * bypassed as indicated by regionobserver', 'null otherwise "," -   * bypassed as indicated by regionobserver', 'null otherwise "," -   * bypassed as indicated by regionobserver', 'null otherwise"
2679 , - , -   * @throws ioexception , -   * @throws ioexception , -   * @throws ioexception
2680 , -  /** , -   */ , -   */ , -   */
2681 , -   * roll the wal writer of the region server. , -  protected result append(final hregion region , -  protected result append(final hregion region , -  protected result append(final hregion region
2682 , -   * @param controller the rpc controller ," -      final mutationproto m', 'final cellscanner cellscanner', 'long noncegroup) throws ioexception { "," -      final mutationproto m', 'final cellscanner cellscanner', 'long noncegroup) throws ioexception { "," -      final mutationproto m', 'final cellscanner cellscanner', 'long noncegroup) throws ioexception {"
2683 , -   * @param request the request , -    long before = environmentedgemanager.currenttimemillis(); , -    long before = environmentedgemanager.currenttimemillis(); , -    long before = environmentedgemanager.currenttimemillis();
2684 , -   * @throws serviceexception ," -    append append = protobufutil.toappend(m', 'cellscanner); "," -    append append = protobufutil.toappend(m', 'cellscanner); "," -    append append = protobufutil.toappend(m', 'cellscanner);"
2685 , -   */ , -    result r = null; , -    result r = null; , -    result r = null;
2686 , -  @override , -    if (region.getcoprocessorhost() != null) { , -    if (region.getcoprocessorhost() != null) { , -    if (region.getcoprocessorhost() != null) {
2687 , -  public rollwalwriterresponse rollwalwriter(final rpccontroller controller , -      r = region.getcoprocessorhost().preappend(append); , -      r = region.getcoprocessorhost().preappend(append); , -      r = region.getcoprocessorhost().preappend(append);
2688 , -      final rollwalwriterrequest request) throws serviceexception { , -    } , -    } , -    }
2689 , -    try { , -    if (r == null) { , -    if (r == null) { , -    if (r == null) {
2690 , -      checkopen(); ," -      long nonce = startnonceoperation(m', 'noncegroup); "," -      long nonce = startnonceoperation(m', 'noncegroup); "," -      long nonce = startnonceoperation(m', 'noncegroup);"
2691 , -      requestcount.increment(); , -      boolean success = false; , -      boolean success = false; , -      boolean success = false;
2692 , -      hlog wal = this.getwal(); , -      try { , -      try { , -      try {
2693 , -      byte[][] regionstoflush = wal.rollwriter(true); ," -        r = region.append(append', 'noncegroup', 'nonce); "," -        r = region.append(append', 'noncegroup', 'nonce); "," -        r = region.append(append', 'noncegroup', 'nonce);"
2694 , -      rollwalwriterresponse.builder builder = rollwalwriterresponse.newbuilder(); , -        success = true; , -        success = true; , -        success = true;
2695 , -      if (regionstoflush != null) { , -      } finally { , -      } finally { , -      } finally {
2696 , -        for (byte[] region: regionstoflush) { ," -        endnonceoperation(m', 'noncegroup', 'success); "," -        endnonceoperation(m', 'noncegroup', 'success); "," -        endnonceoperation(m', 'noncegroup', 'success);"
2697 , -          builder.addregiontoflush(hbasezerocopybytestring.wrap(region)); , -      } , -      } , -      }
2698 , -        } , -      if (region.getcoprocessorhost() != null) { , -      if (region.getcoprocessorhost() != null) { , -      if (region.getcoprocessorhost() != null) {
2699 , -      } ," -        region.getcoprocessorhost().postappend(append', 'r); "," -        region.getcoprocessorhost().postappend(append', 'r); "," -        region.getcoprocessorhost().postappend(append', 'r);"
2700 , -      return builder.build(); , -      } , -      } , -      }
2701 , -    } catch (ioexception ie) { , -    } , -    } , -    }
2702 , -      throw new serviceexception(ie); , -    metricsregionserver.updateappend(environmentedgemanager.currenttimemillis() - before); , -    metricsregionserver.updateappend(environmentedgemanager.currenttimemillis() - before); , -    metricsregionserver.updateappend(environmentedgemanager.currenttimemillis() - before);
2703 , -    } , -    return r; , -    return r; , -    return r;
2707 , -   * stop the region server. , -   * execute an increment mutation. , -   * execute an increment mutation. , -   * execute an increment mutation.
2709 , -   * @param controller the rpc controller , -   * @param region , -   * @param region , -   * @param region
2710 , -   * @param request the request , -   * @param mutation , -   * @param mutation , -   * @param mutation
2711 , -   * @throws serviceexception , -   * @return the result , -   * @return the result , -   * @return the result
2712 , -   */ , -   * @throws ioexception , -   * @throws ioexception , -   * @throws ioexception
2713 , -  @override , -   */ , -   */ , -   */
2714 , -  public stopserverresponse stopserver(final rpccontroller controller ," -  protected result increment(final hregion region', 'final mutationproto mutation "," -  protected result increment(final hregion region', 'final mutationproto mutation "," -  protected result increment(final hregion region', 'final mutationproto mutation"
2715 , -      final stopserverrequest request) throws serviceexception { ," -      final cellscanner cells', 'long noncegroup) throws ioexception { "," -      final cellscanner cells', 'long noncegroup) throws ioexception { "," -      final cellscanner cells', 'long noncegroup) throws ioexception {"
2716 , -    requestcount.increment(); , -    long before = environmentedgemanager.currenttimemillis(); , -    long before = environmentedgemanager.currenttimemillis(); , -    long before = environmentedgemanager.currenttimemillis();
2717 , -    string reason = request.getreason(); ," -    increment increment = protobufutil.toincrement(mutation', 'cells); "," -    increment increment = protobufutil.toincrement(mutation', 'cells); "," -    increment increment = protobufutil.toincrement(mutation', 'cells);"
2718 , -    stop(reason); , -    result r = null; , -    result r = null; , -    result r = null;
2719 , -    return stopserverresponse.newbuilder().build(); , -    if (region.getcoprocessorhost() != null) { , -    if (region.getcoprocessorhost() != null) { , -    if (region.getcoprocessorhost() != null) {
2720 , -  } , -      r = region.getcoprocessorhost().preincrement(increment); , -      r = region.getcoprocessorhost().preincrement(increment); , -      r = region.getcoprocessorhost().preincrement(increment);
2721 , - , -    } , -    } , -    }
2722 , -  /** , -    if (r == null) { , -    if (r == null) { , -    if (r == null) {
2723 , -   * get some information of the region server. ," -      long nonce = startnonceoperation(mutation', 'noncegroup); "," -      long nonce = startnonceoperation(mutation', 'noncegroup); "," -      long nonce = startnonceoperation(mutation', 'noncegroup);"
2724 , -   * , -      boolean success = false; , -      boolean success = false; , -      boolean success = false;
2725 , -   * @param controller the rpc controller , -      try { , -      try { , -      try {
2726 , -   * @param request the request ," -        r = region.increment(increment', 'noncegroup', 'nonce); "," -        r = region.increment(increment', 'noncegroup', 'nonce); "," -        r = region.increment(increment', 'noncegroup', 'nonce);"
2727 , -   * @throws serviceexception , -        success = true; , -        success = true; , -        success = true;
2728 , -   */ , -      } finally { , -      } finally { , -      } finally {
2729 , -  @override ," -        endnonceoperation(mutation', 'noncegroup', 'success); "," -        endnonceoperation(mutation', 'noncegroup', 'success); "," -        endnonceoperation(mutation', 'noncegroup', 'success);"
2730 , -  public getserverinforesponse getserverinfo(final rpccontroller controller , -      } , -      } , -      }
2731 , -      final getserverinforequest request) throws serviceexception { , -      if (region.getcoprocessorhost() != null) { , -      if (region.getcoprocessorhost() != null) { , -      if (region.getcoprocessorhost() != null) {
2732 , -    try { ," -        r = region.getcoprocessorhost().postincrement(increment', 'r); "," -        r = region.getcoprocessorhost().postincrement(increment', 'r); "," -        r = region.getcoprocessorhost().postincrement(increment', 'r);"
2733 , -      checkopen(); , -      } , -      } , -      }
2734 , -    } catch (ioexception ie) { , -    } , -    } , -    }
2735 , -      throw new serviceexception(ie); , -    metricsregionserver.updateincrement(environmentedgemanager.currenttimemillis() - before); , -    metricsregionserver.updateincrement(environmentedgemanager.currenttimemillis() - before); , -    metricsregionserver.updateincrement(environmentedgemanager.currenttimemillis() - before);
2736 , -    } , -    return r; , -    return r; , -    return r;
2737 , -    servername servername = getservername(); , -  } , -  } , -  }
2738 , -    requestcount.increment(); , - , - , -
2739 ," -    return responseconverter.buildgetserverinforesponse(servername', 'rsinfo.getinfoport()); ", -  /** , -  /** , -  /**
2740 , -  } ," -   * starts the nonce operation for a mutation', 'if needed. "," -   * starts the nonce operation for a mutation', 'if needed. "," -   * starts the nonce operation for a mutation', 'if needed."
2741 , - , -   * @param mutation mutation. , -   * @param mutation mutation. , -   * @param mutation mutation.
2742 , -// end admin methods , -   * @param noncegroup nonce group from the request. , -   * @param noncegroup nonce group from the request. , -   * @param noncegroup nonce group from the request.
2743 , - , -   * @returns nonce used (can be no_nonce). , -   * @returns nonce used (can be no_nonce). , -   * @returns nonce used (can be no_nonce).
2744 , -  /** , -   */ , -   */ , -   */
2745 , -   * find the hregion based on a region specifier ," -  private long startnonceoperation(final mutationproto mutation', 'long noncegroup) "," -  private long startnonceoperation(final mutationproto mutation', 'long noncegroup) "," -  private long startnonceoperation(final mutationproto mutation', 'long noncegroup)"
2746 , -   * ," -      throws ioexception', 'operationconflictexception { "," -      throws ioexception', 'operationconflictexception { "," -      throws ioexception', 'operationconflictexception {"
2747 , -   * @param regionspecifier the region specifier , -    if (noncemanager == null || !mutation.hasnonce()) return hconstants.no_nonce; , -    if (noncemanager == null || !mutation.hasnonce()) return hconstants.no_nonce; , -    if (noncemanager == null || !mutation.hasnonce()) return hconstants.no_nonce;
2748 , -   * @return the corresponding region , -    boolean canproceed = false; , -    boolean canproceed = false; , -    boolean canproceed = false;
2749 , -   * @throws ioexception if the specifier is not null , -    try { , -    try { , -    try {
2750 , -   *    but failed to find the region ," -      canproceed = noncemanager.startoperation(noncegroup', 'mutation.getnonce()', 'this); "," -      canproceed = noncemanager.startoperation(noncegroup', 'mutation.getnonce()', 'this); "," -      canproceed = noncemanager.startoperation(noncegroup', 'mutation.getnonce()', 'this);"
2751 , -   */ , -    } catch (interruptedexception ex) { , -    } catch (interruptedexception ex) { , -    } catch (interruptedexception ex) {
2752 , -  protected hregion getregion( ," -      throw new interruptedioexception(""nonce start operation interrupted""); "," -      throw new interruptedioexception(""nonce start operation interrupted""); "," -      throw new interruptedioexception(""nonce start operation interrupted"");"
2753 , -      final regionspecifier regionspecifier) throws ioexception { , -    } , -    } , -    }
2754 , -    return getregionbyencodedname(regionspecifier.getvalue().tobytearray() , -    if (!canproceed) { , -    if (!canproceed) { , -    if (!canproceed) {
2755 , -        protobufutil.getregionencodedname(regionspecifier)); ," -      // todo: instead', 'we could convert append/increment to get w/mvcc "," -      // todo: instead', 'we could convert append/increment to get w/mvcc "," -      // todo: instead', 'we could convert append/increment to get w/mvcc"
2756 , -  } ," -      string message = ""the operation with nonce {"" + noncegroup + ""', '"" + mutation.getnonce() "," -      string message = ""the operation with nonce {"" + noncegroup + ""', '"" + mutation.getnonce() "," -      string message = ""the operation with nonce {"" + noncegroup + ""', '"" + mutation.getnonce()"
2757 , - ," -          + ""} on row ["" + bytes.tostring(mutation.getrow().tobytearray()) "," -          + ""} on row ["" + bytes.tostring(mutation.getrow().tobytearray()) "," -          + ""} on row ["" + bytes.tostring(mutation.getrow().tobytearray())"
2758 , -  /** ," -          + ""] may have already completed""; "," -          + ""] may have already completed""; "," -          + ""] may have already completed"";"
2759 , -   * execute an append mutation. , -      throw new operationconflictexception(message); , -      throw new operationconflictexception(message); , -      throw new operationconflictexception(message);
2760 , -   * , -    } , -    } , -    }
2761 , -   * @param region , -    return mutation.getnonce(); , -    return mutation.getnonce(); , -    return mutation.getnonce();
2762 , -   * @param m , -  } , -  } , -  }
2763 , -   * @param cellscanner , - , - , -
2764 , -   * @return result to return to client if default operation should be , -  /** , -  /** , -  /**
2765 ," -   * bypassed as indicated by regionobserver', 'null otherwise "," -   * ends nonce operation for a mutation', 'if needed. "," -   * ends nonce operation for a mutation', 'if needed. "," -   * ends nonce operation for a mutation', 'if needed."
2766 , -   * @throws ioexception , -   * @param mutation mutation. , -   * @param mutation mutation. , -   * @param mutation mutation.
2767 , -   */ , -   * @param noncegroup nonce group from the request. always 0 in initial implementation. , -   * @param noncegroup nonce group from the request. always 0 in initial implementation. , -   * @param noncegroup nonce group from the request. always 0 in initial implementation.
2768 , -  protected result append(final hregion region , -   * @param success whether the operation for this nonce has succeeded. , -   * @param success whether the operation for this nonce has succeeded. , -   * @param success whether the operation for this nonce has succeeded.
2769 ," -      final mutationproto m', 'final cellscanner cellscanner', 'long noncegroup) throws ioexception { ", -   */ , -   */ , -   */
2770 , -    long before = environmentedgemanager.currenttimemillis(); ," -  private void endnonceoperation(final mutationproto mutation', 'long noncegroup "," -  private void endnonceoperation(final mutationproto mutation', 'long noncegroup "," -  private void endnonceoperation(final mutationproto mutation', 'long noncegroup"
2771 ," -    append append = protobufutil.toappend(m', 'cellscanner); ", -      boolean success) { , -      boolean success) { , -      boolean success) {
2772 , -    result r = null; , -    if (noncemanager == null || !mutation.hasnonce()) return; , -    if (noncemanager == null || !mutation.hasnonce()) return; , -    if (noncemanager == null || !mutation.hasnonce()) return;
2773 , -    if (region.getcoprocessorhost() != null) { ," -    noncemanager.endoperation(noncegroup', 'mutation.getnonce()', 'success); "," -    noncemanager.endoperation(noncegroup', 'mutation.getnonce()', 'success); "," -    noncemanager.endoperation(noncegroup', 'mutation.getnonce()', 'success);"
2774 , -      r = region.getcoprocessorhost().preappend(append); , -  } , -  } , -  }
2775 , -    } , - , - , -
2776 , -    if (r == null) { , @override , @override , @override
2777 ," -      long nonce = startnonceoperation(m', 'noncegroup); ", public servernoncemanager getnoncemanager() { , public servernoncemanager getnoncemanager() { , public servernoncemanager getnoncemanager() {
2778 , -      boolean success = false; , return this.noncemanager; , return this.noncemanager; , return this.noncemanager;
2779 , -      try { , } , } , }
2780 ," -        r = region.append(append', 'noncegroup', 'nonce); ",  ,  , 
2781 , -        success = true; , -  /** , -  /** , -  /**
2782 , -      } finally { , -   * execute a list of put/delete mutations. , -   * execute a list of put/delete mutations. , -   * execute a list of put/delete mutations.
2783 ," -        endnonceoperation(m', 'noncegroup', 'success); ", -   * , -   * , -   *
2784 , -      } , -   * @param builder , -   * @param builder , -   * @param builder
2785 , -      if (region.getcoprocessorhost() != null) { , -   * @param region , -   * @param region , -   * @param region
2786 ," -        region.getcoprocessorhost().postappend(append', 'r); ", -   * @param mutations , -   * @param mutations , -   * @param mutations
2787 , -      } , -   */ , -   */ , -   */
2788 , -    } ," -  protected void dobatchop(final regionactionresult.builder builder', 'final hregion region "," -  protected void dobatchop(final regionactionresult.builder builder', 'final hregion region "," -  protected void dobatchop(final regionactionresult.builder builder', 'final hregion region"
2789 , -    metricsregionserver.updateappend(environmentedgemanager.currenttimemillis() - before); ," -      final list<clientprotos.action> mutations', 'final cellscanner cells) { "," -      final list<clientprotos.action> mutations', 'final cellscanner cells) { "," -      final list<clientprotos.action> mutations', 'final cellscanner cells) {"
2790 , -    return r; , -    mutation[] marray = new mutation[mutations.size()]; , -    mutation[] marray = new mutation[mutations.size()]; , -    mutation[] marray = new mutation[mutations.size()];
2791 , -  } , -    long before = environmentedgemanager.currenttimemillis(); , -    long before = environmentedgemanager.currenttimemillis(); , -    long before = environmentedgemanager.currenttimemillis();
2792 , - ," -    boolean batchcontainsputs = false', 'batchcontainsdelete = false; "," -    boolean batchcontainsputs = false', 'batchcontainsdelete = false; "," -    boolean batchcontainsputs = false', 'batchcontainsdelete = false;"
2793 , -  /** , -    try { , -    try { , -    try {
2794 , -   * execute an increment mutation. , -      int i = 0; , -      int i = 0; , -      int i = 0;
2795 , -   * , -      for (clientprotos.action action: mutations) { , -      for (clientprotos.action action: mutations) { , -      for (clientprotos.action action: mutations) {
2796 , -   * @param region , -        mutationproto m = action.getmutation(); , -        mutationproto m = action.getmutation(); , -        mutationproto m = action.getmutation();
2797 , -   * @param mutation , -        mutation mutation; , -        mutation mutation; , -        mutation mutation;
2798 , -   * @return the result , -        if (m.getmutatetype() == mutationtype.put) { , -        if (m.getmutatetype() == mutationtype.put) { , -        if (m.getmutatetype() == mutationtype.put) {
2799 , -   * @throws ioexception ," -          mutation = protobufutil.toput(m', 'cells); "," -          mutation = protobufutil.toput(m', 'cells); "," -          mutation = protobufutil.toput(m', 'cells);"
2800 , -   */ , -          batchcontainsputs = true; , -          batchcontainsputs = true; , -          batchcontainsputs = true;
2801 ," -  protected result increment(final hregion region', 'final mutationproto mutation ", -        } else { , -        } else { , -        } else {
2802 ," -      final cellscanner cells', 'long noncegroup) throws ioexception { "," -          mutation = protobufutil.todelete(m', 'cells); "," -          mutation = protobufutil.todelete(m', 'cells); "," -          mutation = protobufutil.todelete(m', 'cells);"
2803 , -    long before = environmentedgemanager.currenttimemillis(); , -          batchcontainsdelete = true; , -          batchcontainsdelete = true; , -          batchcontainsdelete = true;
2804 ," -    increment increment = protobufutil.toincrement(mutation', 'cells); ", -        } , -        } , -        }
2805 , -    result r = null; , -        marray[i++] = mutation; , -        marray[i++] = mutation; , -        marray[i++] = mutation;
2806 , -    if (region.getcoprocessorhost() != null) { , -      } , -      } , -      }
2807 , -      r = region.getcoprocessorhost().preincrement(increment); , - , - , -
2808 , -    } , -      requestcount.add(mutations.size()); , -      requestcount.add(mutations.size()); , -      requestcount.add(mutations.size());
2809 , -    if (r == null) { , -      if (!region.getregioninfo().ismetatable()) { , -      if (!region.getregioninfo().ismetatable()) { , -      if (!region.getregioninfo().ismetatable()) {
2810 ," -      long nonce = startnonceoperation(mutation', 'noncegroup); ", -        cacheflusher.reclaimmemstorememory(); , -        cacheflusher.reclaimmemstorememory(); , -        cacheflusher.reclaimmemstorememory();
2811 , -      boolean success = false; , -      } , -      } , -      }
2812 , -      try { , - , - , -
2813 ," -        r = region.increment(increment', 'noncegroup', 'nonce); ", -      operationstatus codes[] = region.batchmutate(marray); , -      operationstatus codes[] = region.batchmutate(marray); , -      operationstatus codes[] = region.batchmutate(marray);
2814 , -        success = true; , -      for (i = 0; i < codes.length; i++) { , -      for (i = 0; i < codes.length; i++) { , -      for (i = 0; i < codes.length; i++) {
2815 , -      } finally { , -        int index = mutations.get(i).getindex(); , -        int index = mutations.get(i).getindex(); , -        int index = mutations.get(i).getindex();
2816 ," -        endnonceoperation(mutation', 'noncegroup', 'success); ", -        exception e = null; , -        exception e = null; , -        exception e = null;
2817 , -      } , -        switch (codes[i].getoperationstatuscode()) { , -        switch (codes[i].getoperationstatuscode()) { , -        switch (codes[i].getoperationstatuscode()) {
2818 , -      if (region.getcoprocessorhost() != null) { , -          case bad_family: , -          case bad_family: , -          case bad_family:
2819 ," -        r = region.getcoprocessorhost().postincrement(increment', 'r); ", -            e = new nosuchcolumnfamilyexception(codes[i].getexceptionmsg()); , -            e = new nosuchcolumnfamilyexception(codes[i].getexceptionmsg()); , -            e = new nosuchcolumnfamilyexception(codes[i].getexceptionmsg());
2820 , -      } ," -            builder.addresultorexception(getresultorexception(e', 'index)); "," -            builder.addresultorexception(getresultorexception(e', 'index)); "," -            builder.addresultorexception(getresultorexception(e', 'index));"
2821 , -    } , -            break; , -            break; , -            break;
2822 , -    metricsregionserver.updateincrement(environmentedgemanager.currenttimemillis() - before); , - , - , -
2823 , -    return r; , -          case sanity_check_failure: , -          case sanity_check_failure: , -          case sanity_check_failure:
2824 , -  } , -            e = new failedsanitycheckexception(codes[i].getexceptionmsg()); , -            e = new failedsanitycheckexception(codes[i].getexceptionmsg()); , -            e = new failedsanitycheckexception(codes[i].getexceptionmsg());
2825 , - ," -            builder.addresultorexception(getresultorexception(e', 'index)); "," -            builder.addresultorexception(getresultorexception(e', 'index)); "," -            builder.addresultorexception(getresultorexception(e', 'index));"
2826 , -  /** , -            break; , -            break; , -            break;
2827 ," -   * starts the nonce operation for a mutation', 'if needed. ", - , - , -
2828 , -   * @param mutation mutation. , -          default: , -          default: , -          default:
2829 , -   * @param noncegroup nonce group from the request. , -            e = new donotretryioexception(codes[i].getexceptionmsg()); , -            e = new donotretryioexception(codes[i].getexceptionmsg()); , -            e = new donotretryioexception(codes[i].getexceptionmsg());
2830 , -   * @returns nonce used (can be no_nonce). ," -            builder.addresultorexception(getresultorexception(e', 'index)); "," -            builder.addresultorexception(getresultorexception(e', 'index)); "," -            builder.addresultorexception(getresultorexception(e', 'index));"
2831 , -   */ , -            break; , -            break; , -            break;
2832 ," -  private long startnonceoperation(final mutationproto mutation', 'long noncegroup) ", - , - , -
2833 ," -      throws ioexception', 'operationconflictexception { ", -          case success: , -          case success: , -          case success:
2834 , -    if (noncemanager == null || !mutation.hasnonce()) return hconstants.no_nonce; ," -            builder.addresultorexception(getresultorexception(clientprotos.result.getdefaultinstance()', 'index)); "," -            builder.addresultorexception(getresultorexception(clientprotos.result.getdefaultinstance()', 'index)); "," -            builder.addresultorexception(getresultorexception(clientprotos.result.getdefaultinstance()', 'index));"
2835 , -    boolean canproceed = false; , -            break; , -            break; , -            break;
2836 , -    try { , -        } , -        } , -        }
2837 ," -      canproceed = noncemanager.startoperation(noncegroup', 'mutation.getnonce()', 'this); ", -      } , -      } , -      }
